,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_Stance,R_age,R_Height_cms,R_Reach_cms,B_Stance,B_age,B_Height_cms,B_Reach_cms
3081,Jake Ellenberger,Jay Hieron,Red,Welterweight,3,Orthodox,27.0,175.26,180.34,Orthodox,36.0,182.88,190.5
3082,John Dodson,Jussier Formiga,Red,Flyweight,3,Orthodox,28.0,160.02,167.64,Orthodox,27.0,165.1,170.18
3083,Josh Neer,Justin Edwards,Blue,Welterweight,3,Orthodox,29.0,180.34,182.88,Orthodox,29.0,177.8,177.8
3084,Michael Johnson,Danny Castillo,Red,Lightweight,3,Southpaw,26.0,177.8,185.42,Orthodox,33.0,175.26,180.34
3085,Aaron Simpson,Mike Pierce,Blue,Welterweight,3,Orthodox,38.0,182.88,185.42,Orthodox,32.0,172.72,177.8
3086,Marcus LeVesseur,Carlo Prater,Red,Lightweight,3,Southpaw,30.0,175.26,177.8,Switch,31.0,180.34,182.88
3087,Jacob Volkmann,Shane Roller,Red,Lightweight,3,Southpaw,32.0,175.26,180.34,Orthodox,33.0,177.8,182.88
3088,Bart Palaszewski,Diego Nunes,Blue,Featherweight,3,Orthodox,29.0,175.26,177.8,Orthodox,29.0,167.64,170.18
3089,Darren Uyenoyama,Phil Harris,Red,Flyweight,3,Orthodox,32.0,167.64,162.56,Orthodox,29.0,162.56,162.56
3090,Stefan Struve,Stipe Miocic,Red,Heavyweight,5,Orthodox,24.0,210.82,213.36,Orthodox,30.0,193.04,203.2
3091,Dan Hardy,Amir Sadollah,Red,Welterweight,3,Orthodox,30.0,182.88,187.96,Orthodox,32.0,177.8,187.96
3092,Brad Pickett,Yves Jabouin,Red,Bantamweight,3,Orthodox,34.0,167.64,172.72,Orthodox,33.0,170.18,172.72
3093,Paul Sass,Matt Wiman,Blue,Lightweight,3,Orthodox,24.0,182.88,185.42,Orthodox,29.0,177.8,172.72
3094,John Hathaway,John Maguire,Red,Welterweight,3,Orthodox,25.0,185.42,190.5,Southpaw,29.0,175.26,175.26
3095,Che Mills,Duane Ludwig,Red,Welterweight,3,Orthodox,30.0,185.42,193.04,Orthodox,34.0,177.8,177.8
3096,Kyle Kingsbury,Jimi Manuwa,Blue,Light Heavyweight,3,Orthodox,30.0,193.04,193.04,Orthodox,32.0,185.42,200.66
3097,Andy Ogle,Akira Corassani,Blue,Featherweight,3,Orthodox,23.0,172.72,175.26,Orthodox,30.0,172.72,172.72
3098,Tom Watson,Brad Tavares,Blue,Middleweight,3,Orthodox,30.0,185.42,185.42,Orthodox,24.0,185.42,187.96
3099,DaMarques Johnson,Gunnar Nelson,Blue,Catch Weight,3,Orthodox,30.0,185.42,190.5,Switch,24.0,180.34,182.88
3100,Jason Young,Robert Peralta,Blue,Featherweight,3,Orthodox,26.0,175.26,185.42,Orthodox,26.0,172.72,180.34
3101,Jon Jones,Vitor Belfort,Red,Light Heavyweight,5,Orthodox,25.0,193.04,213.36,Southpaw,35.0,182.88,187.96
3102,Joseph Benavidez,Demetrious Johnson,Blue,Flyweight,5,Southpaw,28.0,162.56,165.1,Orthodox,26.0,160.02,167.64
3103,Michael Bisping,Brian Stann,Red,Middleweight,3,Orthodox,33.0,185.42,190.5,Orthodox,31.0,185.42,187.96
3104,Matt Hamill,Roger Hollett,Red,Light Heavyweight,3,Orthodox,35.0,185.42,193.04,Orthodox,33.0,180.34,177.8
3105,Cub Swanson,Charles Oliveira,Red,Featherweight,3,Orthodox,28.0,172.72,177.8,Orthodox,22.0,177.8,187.96
3106,Igor Pokrajac,Vinny Magalhaes,Blue,Light Heavyweight,3,Orthodox,33.0,182.88,193.04,Orthodox,28.0,190.5,200.66
3107,TJ Grant,Evan Dunham,Red,Lightweight,3,Orthodox,28.0,177.8,182.88,Southpaw,30.0,177.8,177.8
3108,Sean Pierson,Lance Benoist,Red,Welterweight,3,Southpaw,36.0,182.88,193.04,Southpaw,24.0,180.34,185.42
3109,Jimy Hettes,Marcus Brimage,Blue,Featherweight,3,Southpaw,25.0,175.26,180.34,Southpaw,27.0,162.56,180.34
3110,Seth Baczynski,Simeon Thoresen,Red,Welterweight,3,Orthodox,30.0,190.5,187.96,Orthodox,28.0,185.42,200.66
3111,Mitch Gagnon,Walel Watson,Red,Bantamweight,3,Southpaw,27.0,165.1,165.1,Orthodox,28.0,180.34,175.26
3112,Kyle Noke,Charlie Brenneman,Red,Welterweight,3,Southpaw,32.0,185.42,193.04,Orthodox,31.0,177.8,182.88
3113,Benson Henderson,Frankie Edgar,Red,Lightweight,5,Southpaw,28.0,175.26,177.8,Orthodox,30.0,167.64,172.72
3114,Donald Cerrone,Melvin Guillard,Red,Lightweight,3,Orthodox,29.0,185.42,185.42,Orthodox,29.0,175.26,172.72
3116,Yushin Okami,Buddy Roberts,Red,Middleweight,3,Southpaw,31.0,187.96,190.5,Orthodox,29.0,187.96,
3117,Justin Lawrence,Max Holloway,Blue,Featherweight,3,Orthodox,22.0,172.72,170.18,Orthodox,20.0,180.34,175.26
3118,Dennis Bermudez,Tommy Hayden,Red,Featherweight,3,Orthodox,25.0,167.64,167.64,Southpaw,26.0,175.26,182.88
3119,Jared Hamman,Michael Kuiper,Blue,Middleweight,3,Orthodox,30.0,190.5,190.5,Orthodox,23.0,182.88,185.42
3120,Ken Stone,Erik Perez,Blue,Bantamweight,3,,29.0,172.72,180.34,Orthodox,22.0,172.72,172.72
3121,Dustin Pague,Chico Camus,Blue,Bantamweight,3,Orthodox,25.0,175.26,187.96,Orthodox,27.0,167.64,167.64
3122,Nik Lentz,Eiji Mitsuoka,Red,Featherweight,3,Orthodox,27.0,172.72,172.72,Southpaw,36.0,170.18,
3123,Mauricio Rua,Brandon Vera,Red,Light Heavyweight,5,Orthodox,30.0,185.42,193.04,Orthodox,34.0,190.5,193.04
3124,Lyoto Machida,Ryan Bader,Red,Light Heavyweight,3,Southpaw,34.0,185.42,187.96,Orthodox,29.0,187.96,187.96
3125,Joe Lauzon,Jamie Varner,Red,Lightweight,3,Orthodox,28.0,177.8,180.34,Orthodox,27.0,172.72,182.88
3126,Mike Swick,DaMarques Johnson,Red,Welterweight,3,Orthodox,33.0,185.42,195.58,Orthodox,30.0,185.42,190.5
3127,Cole Miller,Nam Phan,Blue,Featherweight,3,Orthodox,28.0,185.42,187.96,Orthodox,29.0,167.64,177.8
3129,Josh Grispi,Rani Yahya,Blue,Featherweight,3,Orthodox,23.0,180.34,187.96,Orthodox,27.0,167.64,170.18
3130,Philip De Fries,Oli Thompson,Red,Heavyweight,3,Orthodox,26.0,195.58,208.28,Orthodox,32.0,185.42,190.5
3131,Manvel Gamburyan,Michihiro Omigawa,Red,Featherweight,3,Orthodox,31.0,165.1,170.18,Orthodox,36.0,167.64,172.72
3132,John Moraga,Ulysses Gomez,Red,Flyweight,3,Orthodox,28.0,167.64,167.64,Orthodox,29.0,167.64,167.64
3133,Urijah Faber,Renan Barao,Blue,Bantamweight,5,Orthodox,33.0,167.64,170.18,Orthodox,25.0,167.64,177.8
3134,Hector Lombard,Tim Boetsch,Blue,Middleweight,3,Southpaw,34.0,175.26,180.34,Orthodox,31.0,182.88,187.96
3135,Cheick Kongo,Shawn Jordan,Red,Heavyweight,3,Orthodox,37.0,193.04,208.28,Southpaw,27.0,182.88,190.5
3136,Brian Ebersole,James Head,Blue,Welterweight,3,Southpaw,31.0,182.88,185.42,Orthodox,28.0,185.42,185.42
3138,Court McGee,Nick Ring,Blue,Middleweight,3,Orthodox,27.0,180.34,190.5,Southpaw,33.0,182.88,187.96
3140,Anthony Perosh,Ryan Jimmo,Blue,Light Heavyweight,3,Orthodox,39.0,190.5,190.5,Orthodox,30.0,185.42,185.42
3141,Bryan Caraway,Mitch Gagnon,Red,Bantamweight,3,Orthodox,27.0,172.72,172.72,Southpaw,27.0,165.1,165.1
3142,Antonio Carvalho,Daniel Pineda,Red,Featherweight,3,Orthodox,33.0,175.26,172.72,Orthodox,26.0,170.18,175.26
3143,Mitch Clarke,Anton Kuivanen,Blue,Lightweight,3,Orthodox,26.0,177.8,185.42,Orthodox,28.0,172.72,182.88
3144,Mark Munoz,Chris Weidman,Blue,Middleweight,5,Orthodox,34.0,182.88,182.88,Orthodox,28.0,187.96,198.12
3145,James Te Huna,Joey Beltran,Red,Light Heavyweight,3,Orthodox,30.0,187.96,190.5,Orthodox,30.0,185.42,190.5
3146,Aaron Simpson,Kenny Robertson,Red,Welterweight,3,Orthodox,37.0,182.88,185.42,Orthodox,28.0,177.8,187.96
3147,Karlos Vemola,Francis Carmont,Blue,Middleweight,3,Orthodox,27.0,182.88,190.5,Orthodox,30.0,190.5,198.12
3148,TJ Dillashaw,Vaughan Lee,Red,Bantamweight,3,Orthodox,26.0,167.64,170.18,Orthodox,29.0,167.64,167.64
3149,Rafael Dos Anjos,Anthony Njokuani,Red,Lightweight,3,Southpaw,27.0,172.72,177.8,Orthodox,32.0,185.42,190.5
3150,Damacio Page,Alex Caceres,Blue,Bantamweight,3,Orthodox,29.0,167.64,167.64,Southpaw,24.0,177.8,185.42
3151,Chris Cariaso,Josh Ferguson,Red,Flyweight,3,Southpaw,31.0,160.02,160.02,Orthodox,24.0,165.1,167.64
3152,Rafael Natal,Andrew Craig,Blue,Middleweight,3,Orthodox,29.0,182.88,193.04,Orthodox,26.0,185.42,193.04
3153,Marcelo Guimaraes,Dan Stittgen,Red,Welterweight,3,Orthodox,29.0,182.88,185.42,Orthodox,31.0,185.42,
3154,Raphael Assuncao,Issei Tamura,Red,Bantamweight,3,Orthodox,29.0,165.1,167.64,Orthodox,28.0,165.1,160.02
3155,Anderson Silva,Chael Sonnen,Red,Middleweight,5,Southpaw,37.0,187.96,195.58,Southpaw,35.0,185.42,187.96
3156,Forrest Griffin,Tito Ortiz,Red,Light Heavyweight,3,Orthodox,33.0,190.5,195.58,Orthodox,37.0,190.5,187.96
3157,Cung Le,Patrick Cote,Red,Middleweight,3,Southpaw,40.0,175.26,175.26,Orthodox,32.0,180.34,180.34
3158,Dong Hyun Kim,Demian Maia,Blue,Welterweight,3,Southpaw,30.0,187.96,193.04,Southpaw,34.0,185.42,182.88
3159,Chad Mendes,Cody McKenzie,Red,Featherweight,3,Orthodox,27.0,167.64,167.64,Switch,24.0,182.88,182.88
3160,Ivan Menjivar,Mike Easton,Blue,Bantamweight,3,Orthodox,30.0,167.64,162.56,Southpaw,28.0,167.64,177.8
3161,Melvin Guillard,Fabricio Camoes,Red,Lightweight,3,Orthodox,29.0,175.26,172.72,Orthodox,33.0,177.8,185.42
3162,Gleison Tibau,Khabib Nurmagomedov,Blue,Lightweight,3,Southpaw,28.0,177.8,180.34,Orthodox,23.0,177.8,177.8
3163,Costas Philippou,Riki Fukuda,Red,Middleweight,3,Orthodox,32.0,180.34,185.42,Southpaw,31.0,182.88,185.42
3164,John Alessio,Shane Roller,Blue,Lightweight,3,Orthodox,33.0,177.8,182.88,Orthodox,32.0,177.8,182.88
3165,Rafaello Oliveira,Yoislandy Izquierdo,Red,Lightweight,3,Orthodox,30.0,172.72,180.34,Southpaw,28.0,180.34,
3166,Wanderlei Silva,Rich Franklin,Blue,Catch Weight,5,Orthodox,35.0,180.34,187.96,Southpaw,37.0,185.42,190.5
3167,Cezar Ferreira,Sergio Moraes,Red,Middleweight,4,Southpaw,27.0,185.42,198.12,Orthodox,29.0,182.88,182.88
3168,Godofredo Pepey,Rony Jason,Blue,Featherweight,4,Orthodox,24.0,170.18,185.42,Orthodox,28.0,170.18,177.8
3169,Fabricio Werdum,Mike Russow,Red,Heavyweight,3,Orthodox,34.0,193.04,195.58,Orthodox,35.0,185.42,185.42
3170,Iuri Alcantara,Hacran Dias,Blue,Featherweight,3,Southpaw,31.0,175.26,180.34,Orthodox,28.0,172.72,175.26
3171,Anistavio Medeiros,Rodrigo Damm,Blue,Featherweight,3,Orthodox,24.0,167.64,,Orthodox,32.0,170.18,180.34
3172,Delson Heleno,Francisco Trinaldo,Blue,Middleweight,3,Orthodox,34.0,180.34,,Southpaw,33.0,175.26,177.8
3173,John Teixeira,Hugo Viana,Blue,Featherweight,3,Orthodox,25.0,170.18,,Orthodox,29.0,167.64,170.18
3174,Thiago Perpetuo,Leonardo Mafra,Red,Middleweight,3,Orthodox,24.0,177.8,180.34,Orthodox,23.0,177.8,177.8
3175,Marcos Vinicius,Wagner Campos,Red,Featherweight,3,Orthodox,32.0,175.26,177.8,Southpaw,30.0,167.64,
3177,Gray Maynard,Clay Guida,Red,Lightweight,5,Orthodox,33.0,175.26,177.8,Orthodox,30.0,170.18,177.8
3178,Sam Stout,Spencer Fisher,Red,Lightweight,3,Orthodox,28.0,175.26,177.8,Southpaw,36.0,170.18,177.8
3179,Brian Ebersole,TJ Waldburger,Red,Welterweight,3,Southpaw,31.0,182.88,185.42,Orthodox,24.0,180.34,190.5
3180,Ross Pearson,Cub Swanson,Blue,Featherweight,3,Orthodox,27.0,172.72,175.26,Orthodox,28.0,172.72,177.8
3181,Hatsu Hioki,Ricardo Lamas,Blue,Featherweight,3,Orthodox,28.0,180.34,177.8,Orthodox,30.0,172.72,180.34
3182,Ramsey Nijem,CJ Keith,Red,Lightweight,3,Orthodox,24.0,180.34,190.5,Orthodox,25.0,182.88,
3183,Rick Story,Brock Jardine,Red,Welterweight,3,Southpaw,27.0,175.26,180.34,Orthodox,26.0,180.34,185.42
3184,Steven Siler,Joey Gambino,Red,Featherweight,3,Orthodox,25.0,180.34,177.8,Orthodox,23.0,170.18,
3185,Nick Catone,Chris Camozzi,Blue,Middleweight,3,Southpaw,30.0,182.88,182.88,Orthodox,25.0,187.96,193.04
3186,Matt Brown,Luis Ramos,Red,Welterweight,3,Orthodox,31.0,182.88,190.5,Orthodox,31.0,172.72,
3187,Dan Miller,Ricardo Funch,Red,Welterweight,3,Orthodox,30.0,185.42,187.96,Southpaw,31.0,177.8,193.04
3188,Ken Stone,Dustin Pague,Red,Bantamweight,3,,29.0,172.72,180.34,Orthodox,24.0,175.26,187.96
3189,Demetrious Johnson,Ian McCall,Red,Flyweight,3,Orthodox,25.0,160.02,167.64,Orthodox,28.0,165.1,162.56
3190,Erick Silva,Charlie Brenneman,Red,Welterweight,3,Orthodox,27.0,182.88,187.96,Orthodox,31.0,177.8,182.88
3191,Mike Pyle,Josh Neer,Red,Welterweight,3,Orthodox,36.0,182.88,187.96,Orthodox,29.0,180.34,182.88
3192,Eddie Wineland,Scott Jorgensen,Red,Bantamweight,3,Orthodox,27.0,170.18,175.26,Orthodox,29.0,165.1,167.64
3193,Mike Pierce,Carlos Eduardo Rocha,Red,Welterweight,3,Orthodox,31.0,172.72,177.8,Orthodox,30.0,177.8,177.8
3194,Seth Baczynski,Lance Benoist,Red,Welterweight,3,Orthodox,30.0,190.5,187.96,Southpaw,23.0,180.34,185.42
3195,Leonard Garcia,Matt Grice,Blue,Featherweight,3,Orthodox,32.0,177.8,175.26,Orthodox,30.0,172.72,177.8
3196,Dustin Pague,Jared Papazian,Red,Bantamweight,3,Orthodox,24.0,175.26,187.96,Southpaw,24.0,172.72,170.18
3197,Tim Means,Justin Salas,Red,Lightweight,3,Orthodox,28.0,187.96,190.5,Southpaw,30.0,172.72,177.8
3198,Buddy Roberts,Caio Magalhaes,Red,Middleweight,3,Orthodox,29.0,187.96,,Orthodox,24.0,185.42,185.42
3199,Henry Martinez,Bernardo Magalhaes,Red,Lightweight,3,Southpaw,28.0,170.18,172.72,Orthodox,31.0,175.26,165.1
3200,Jake Hecht,Sean Pierson,Blue,Welterweight,3,Orthodox,28.0,182.88,193.04,Southpaw,36.0,182.88,193.04
3201,Jake Ellenberger,Martin Kampmann,Blue,Welterweight,5,Orthodox,27.0,175.26,180.34,Orthodox,30.0,182.88,182.88
3202,Michael Chiesa,Al Iaquinta,Red,Lightweight,3,Southpaw,24.0,185.42,190.5,Orthodox,25.0,177.8,177.8
3203,Jonathan Brookins,Charles Oliveira,Blue,Featherweight,3,Southpaw,26.0,182.88,185.42,Orthodox,22.0,177.8,187.96
3204,Max Holloway,Pat Schilling,Red,Featherweight,3,Orthodox,20.0,180.34,175.26,Orthodox,23.0,172.72,175.26
3205,Justin Lawrence,John Cofer,Red,Lightweight,3,Orthodox,22.0,172.72,170.18,Southpaw,28.0,175.26,185.42
3206,Daron Cruickshank,Chris Tickle,Red,Lightweight,3,Switch,26.0,172.72,182.88,,30.0,175.26,
3207,Myles Jury,Chris Saunders,Red,Lightweight,3,Orthodox,23.0,177.8,185.42,,26.0,172.72,
3208,Cristiano Marcello,Sam Sicilia,Blue,Lightweight,3,Orthodox,34.0,175.26,182.88,Orthodox,26.0,172.72,170.18
3209,Joe Proctor,Jeremy Larsen,Red,Lightweight,3,Orthodox,26.0,177.8,182.88,Orthodox,28.0,177.8,177.8
3210,John Albert,Erik Perez,Blue,Bantamweight,3,,25.0,172.72,172.72,Orthodox,22.0,172.72,172.72
3211,Junior Dos Santos,Frank Mir,Red,Heavyweight,5,Orthodox,28.0,193.04,195.58,Southpaw,33.0,190.5,200.66
3212,Cain Velasquez,Antonio Silva,Red,Heavyweight,3,Orthodox,29.0,185.42,195.58,Orthodox,32.0,193.04,203.2
3213,Roy Nelson,Dave Herman,Red,Heavyweight,3,Orthodox,35.0,182.88,182.88,Orthodox,27.0,193.04,193.04
3214,Stipe Miocic,Shane del Rosario,Red,Heavyweight,3,Orthodox,29.0,193.04,203.2,Southpaw,28.0,193.04,200.66
3215,Stefan Struve,Lavar Johnson,Red,Heavyweight,3,Orthodox,24.0,210.82,213.36,Orthodox,34.0,193.04,208.28
3216,Diego Brandao,Darren Elkins,Blue,Featherweight,3,Orthodox,24.0,170.18,172.72,Orthodox,28.0,177.8,180.34
3217,Edson Barboza,Jamie Varner,Blue,Lightweight,3,Orthodox,26.0,180.34,190.5,Orthodox,27.0,172.72,182.88
3218,Jason Miller,CB Dollaway,Blue,Middleweight,3,Orthodox,31.0,185.42,182.88,Orthodox,28.0,187.96,193.04
3219,Dan Hardy,Duane Ludwig,Red,Welterweight,3,Orthodox,30.0,182.88,187.96,Orthodox,33.0,177.8,177.8
3220,Jacob Volkmann,Paul Sass,Blue,Lightweight,3,Southpaw,31.0,175.26,180.34,Orthodox,23.0,182.88,185.42
3221,Kyle Kingsbury,Glover Teixeira,Blue,Light Heavyweight,3,Orthodox,30.0,193.04,193.04,Orthodox,32.0,187.96,193.04
3222,Mike Brown,Daniel Pineda,Red,Featherweight,3,Orthodox,36.0,167.64,177.8,Orthodox,26.0,170.18,175.26
3223,Chan Sung Jung,Dustin Poirier,Red,Featherweight,5,Orthodox,25.0,170.18,182.88,Southpaw,23.0,175.26,182.88
3224,Amir Sadollah,Jorge Lopez,Red,Welterweight,3,Orthodox,31.0,177.8,187.96,Orthodox,23.0,177.8,
3225,Donald Cerrone,Jeremy Stephens,Red,Lightweight,3,Orthodox,29.0,185.42,185.42,Orthodox,25.0,172.72,180.34
3226,Yves Jabouin,Jeff Hougland,Red,Bantamweight,3,Orthodox,32.0,170.18,172.72,Orthodox,33.0,170.18,172.72
3227,Igor Pokrajac,Fabio Maldonado,Red,Light Heavyweight,3,Orthodox,33.0,182.88,193.04,Orthodox,32.0,185.42,190.5
3228,Jason MacDonald,Tom Lawlor,Blue,Middleweight,3,Orthodox,36.0,190.5,203.2,Southpaw,29.0,182.88,187.96
3229,Brad Tavares,Dongi Yang,Red,Middleweight,3,Orthodox,24.0,185.42,187.96,Southpaw,27.0,177.8,180.34
3230,Cody McKenzie,Marcus LeVesseur,Red,Lightweight,3,Switch,24.0,182.88,182.88,Southpaw,29.0,175.26,177.8
3231,TJ Grant,Carlo Prater,Red,Lightweight,3,Orthodox,28.0,177.8,182.88,Switch,30.0,180.34,182.88
3232,Rafael Dos Anjos,Kamal Shalorus,Red,Lightweight,3,Southpaw,27.0,172.72,177.8,Orthodox,39.0,172.72,172.72
3233,Jeff Curran,Johnny Eduardo,Blue,Bantamweight,3,Orthodox,34.0,167.64,175.26,Orthodox,33.0,170.18,180.34
3234,Alex Soto,Francisco Rivera,Blue,Bantamweight,3,Southpaw,28.0,172.72,180.34,Orthodox,30.0,172.72,172.72
3235,Nate Diaz,Jim Miller,Red,Lightweight,5,Southpaw,27.0,182.88,193.04,Southpaw,28.0,172.72,180.34
3236,Josh Koscheck,Johny Hendricks,Blue,Welterweight,3,Orthodox,34.0,177.8,185.42,Southpaw,28.0,175.26,175.26
3237,Rousimar Palhares,Alan Belcher,Blue,Middleweight,3,Orthodox,32.0,172.72,180.34,Orthodox,28.0,187.96,185.42
3238,Pat Barry,Lavar Johnson,Blue,Heavyweight,3,Orthodox,32.0,180.34,187.96,Orthodox,34.0,193.04,208.28
3239,Tony Ferguson,Michael Johnson,Blue,Lightweight,3,Orthodox,28.0,180.34,193.04,Southpaw,25.0,177.8,185.42
3240,John Dodson,Tim Elliott,Red,Flyweight,3,Orthodox,27.0,160.02,167.64,Southpaw,25.0,170.18,167.64
3241,John Hathaway,Pascal Krauss,Red,Welterweight,3,Orthodox,24.0,185.42,190.5,Orthodox,25.0,185.42,182.88
3242,Louis Gaudinot,John Lineker,Red,Flyweight,3,Orthodox,27.0,160.02,160.02,Orthodox,21.0,160.02,170.18
3243,Danny Castillo,John Cholish,Red,Lightweight,3,Orthodox,32.0,175.26,180.34,Orthodox,28.0,180.34,182.88
3244,Dennis Bermudez,Pablo Garza,Red,Featherweight,3,Orthodox,25.0,167.64,167.64,Orthodox,28.0,185.42,185.42
3245,Roland Delorme,Nick Denis,Red,Bantamweight,3,Orthodox,28.0,175.26,180.34,Orthodox,28.0,170.18,
3246,Mike Massenzio,Karlos Vemola,Blue,Middleweight,3,Southpaw,29.0,187.96,185.42,Orthodox,26.0,182.88,190.5
3247,Jon Jones,Rashad Evans,Red,Light Heavyweight,5,Orthodox,24.0,193.04,213.36,Orthodox,32.0,182.88,190.5
3248,Rory MacDonald,Che Mills,Red,Welterweight,3,Orthodox,22.0,182.88,193.04,Orthodox,29.0,185.42,193.04
3249,Brendan Schaub,Ben Rothwell,Blue,Heavyweight,3,Orthodox,29.0,193.04,198.12,Orthodox,30.0,193.04,198.12
3250,Miguel Torres,Michael McDonald,Blue,Bantamweight,3,Orthodox,31.0,175.26,193.04,Orthodox,21.0,175.26,177.8
3251,Mark Hominick,Eddie Yagin,Blue,Featherweight,3,Orthodox,29.0,172.72,172.72,Orthodox,33.0,170.18,
3252,Mark Bocek,John Alessio,Red,Lightweight,3,Orthodox,30.0,172.72,190.5,Orthodox,32.0,177.8,182.88
3253,Travis Browne,Chad Griggs,Red,Heavyweight,3,Orthodox,29.0,198.12,200.66,Orthodox,33.0,185.42,185.42
3254,Matt Brown,Stephen Thompson,Red,Welterweight,3,Orthodox,31.0,182.88,190.5,Orthodox,29.0,182.88,190.5
3255,John Makdessi,Anthony Njokuani,Blue,Lightweight,3,Orthodox,26.0,172.72,172.72,Orthodox,32.0,185.42,190.5
3256,Mac Danzig,Efrain Escudero,Red,Lightweight,3,Orthodox,32.0,172.72,177.8,Orthodox,26.0,175.26,177.8
3257,Keith Wisniewski,Chris Clements,Blue,Welterweight,3,Orthodox,30.0,182.88,190.5,Orthodox,36.0,177.8,177.8
3258,Marcus Brimage,Maximo Blanco,Red,Featherweight,3,Southpaw,27.0,162.56,180.34,Orthodox,28.0,172.72,180.34
3259,Alexander Gustafsson,Thiago Silva,Red,Light Heavyweight,3,Orthodox,25.0,195.58,200.66,Orthodox,29.0,187.96,187.96
3260,Brian Stann,Alessio Sakara,Red,Middleweight,3,Orthodox,31.0,185.42,187.96,Orthodox,30.0,182.88,182.88
3261,Paulo Thiago,Siyar Bahadurzada,Blue,Welterweight,3,Orthodox,31.0,180.34,185.42,Orthodox,27.0,180.34,185.42
3262,Dennis Siver,Diego Nunes,Red,Featherweight,3,Orthodox,33.0,167.64,177.8,Orthodox,29.0,167.64,170.18
3263,DaMarques Johnson,John Maguire,Blue,Welterweight,3,Orthodox,29.0,185.42,190.5,Southpaw,28.0,175.26,175.26
3264,Brad Pickett,Damacio Page,Red,Bantamweight,3,Orthodox,33.0,167.64,172.72,Orthodox,29.0,167.64,167.64
3265,Papy Abedi,James Head,Blue,Welterweight,3,Southpaw,33.0,180.34,187.96,Orthodox,28.0,185.42,185.42
3266,Cyrille Diabate,Tom DeBlass,Red,Light Heavyweight,3,Southpaw,38.0,198.12,205.74,Orthodox,29.0,182.88,190.5
3267,Francis Carmont,Magnus Cedenblad,Red,Middleweight,3,Orthodox,30.0,190.5,198.12,Orthodox,30.0,195.58,200.66
3268,Reza Madadi,Yoislandy Izquierdo,Red,Lightweight,3,Orthodox,33.0,180.34,182.88,Southpaw,28.0,180.34,
3269,Simeon Thoresen,Besam Yousef,Red,Welterweight,3,Orthodox,28.0,185.42,200.66,Orthodox,27.0,180.34,180.34
3270,Jason Young,Eric Wisely,Red,Featherweight,3,Orthodox,25.0,175.26,185.42,Southpaw,27.0,172.72,
3271,Thiago Alves,Martin Kampmann,Blue,Welterweight,3,Orthodox,28.0,175.26,177.8,Orthodox,29.0,182.88,182.88
3272,Joseph Benavidez,Yasuhiro Urushitani,Red,Flyweight,4,Southpaw,27.0,162.56,165.1,Southpaw,35.0,165.1,
3274,Court McGee,Costas Philippou,Blue,Middleweight,3,Orthodox,27.0,180.34,190.5,Orthodox,32.0,180.34,185.42
3275,James Te Huna,Aaron Rosa,Red,Light Heavyweight,3,Orthodox,30.0,187.96,190.5,Orthodox,28.0,193.04,198.12
3276,Anthony Perosh,Nick Penner,Red,Light Heavyweight,3,Orthodox,39.0,190.5,190.5,Southpaw,31.0,193.04,195.58
3277,Cole Miller,Steven Siler,Blue,Featherweight,3,Orthodox,27.0,185.42,187.96,Orthodox,25.0,180.34,177.8
3278,Kyle Noke,Andrew Craig,Blue,Middleweight,3,Southpaw,31.0,185.42,193.04,Orthodox,26.0,185.42,193.04
3279,TJ Waldburger,Jake Hecht,Red,Welterweight,3,Orthodox,23.0,180.34,190.5,Orthodox,28.0,182.88,193.04
3280,Mackens Semerzier,Daniel Pineda,Blue,Featherweight,3,Orthodox,31.0,175.26,182.88,Orthodox,26.0,170.18,175.26
3281,Oli Thompson,Shawn Jordan,Blue,Heavyweight,3,Orthodox,32.0,185.42,190.5,Southpaw,27.0,182.88,190.5
3282,Frankie Edgar,Benson Henderson,Blue,Lightweight,5,Orthodox,30.0,167.64,172.72,Southpaw,28.0,175.26,177.8
3283,Rampage Jackson,Ryan Bader,Blue,Light Heavyweight,3,Orthodox,33.0,185.42,185.42,Orthodox,28.0,187.96,187.96
3284,Mark Hunt,Cheick Kongo,Red,Heavyweight,3,Orthodox,37.0,177.8,182.88,Orthodox,36.0,193.04,208.28
3285,Yoshihiro Akiyama,Jake Shields,Blue,Welterweight,3,Orthodox,36.0,177.8,185.42,Orthodox,33.0,182.88,182.88
3286,Yushin Okami,Tim Boetsch,Blue,Middleweight,3,Southpaw,30.0,187.96,190.5,Orthodox,31.0,182.88,187.96
3287,Hatsu Hioki,Bart Palaszewski,Red,Featherweight,3,Orthodox,28.0,180.34,177.8,Orthodox,28.0,175.26,177.8
3288,Anthony Pettis,Joe Lauzon,Red,Lightweight,3,Orthodox,25.0,177.8,182.88,Orthodox,27.0,177.8,180.34
3289,Takanori Gomi,Eiji Mitsuoka,Red,Lightweight,3,Southpaw,33.0,170.18,177.8,Southpaw,36.0,170.18,
3290,Norifumi Yamamoto,Vaughan Lee,Blue,Bantamweight,3,Southpaw,34.0,162.56,167.64,Orthodox,29.0,167.64,167.64
3291,Riki Fukuda,Steve Cantwell,Red,Middleweight,3,Southpaw,31.0,182.88,185.42,Orthodox,25.0,187.96,190.5
3292,Takeya Mizugaki,Chris Cariaso,Blue,Bantamweight,3,Orthodox,28.0,170.18,172.72,Southpaw,30.0,160.02,160.02
